,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Benjamin S Halpern. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
117,400,pub.1062465450,10.1126/science.1210288,22053045,,The Pace of Shifting Climate in Marine and Terrestrial Ecosystems,Science,,Biodiversity; Climate Change; Ecosystem; Oceans and Seas; Seasons,2011-11-04,2011,334,6056,652-655,"All OA; Green, Accepted & Submitted",Article,"Burrows, Michael T.; Schoeman, David S.; Buckley, Lauren B.; Moore, Pippa; Poloczanska, Elvira S.; Brander, Keith M.; Brown, Chris; Bruno, John F.; Duarte, Carlos M.; Halpern, Benjamin S.; Holding, Johnna; Kappel, Carrie V.; Kiessling, Wolfgang; O’Connor, Mary I.; Pandolfi, John M.; Parmesan, Camille; Schwing, Franklin B.; Sydeman, William J.; Richardson, Anthony J.",,"Burrows, Michael T. (Scottish Association For Marine Science); Schoeman, David S. (University of Ulster; Nelson Mandela University); Buckley, Lauren B. (University of North Carolina at Chapel Hill); Moore, Pippa (Aberystwyth University; Edith Cowan University); Poloczanska, Elvira S. (); Brander, Keith M. (Technical University of Denmark); Brown, Chris (University of Queensland); Bruno, John F. (University of North Carolina at Chapel Hill); Duarte, Carlos M. (University of Western Australia; University of the Balearic Islands); Halpern, Benjamin S. (University of California, Santa Barbara); Holding, Johnna (University of the Balearic Islands); Kappel, Carrie V. (University of California, Santa Barbara); Kiessling, Wolfgang (Museum für Naturkunde - Leibniz Institute for Evolution and Biodiversity Science); O’Connor, Mary I. (University of British Columbia); Pandolfi, John M. (University of Queensland); Parmesan, Camille (The University of Texas at Austin); Schwing, Franklin B. (Southwest Fisheries Science Center); Sydeman, William J. (Farallon Institute); Richardson, Anthony J. (University of Queensland)",600,161,9.56,72.59,https://digital.csic.es/bitstream/10261/42136/3/accesoRestringido.pdf,https://app.dimensions.ai/details/publication/pub.1062465450,0602 Ecology; 0405 Oceanography; 0501 Ecological Applications; 06 Biological Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0405 Oceanography,0501 Ecological Applications,06 Biological Sciences,04 Earth Sciences
118,200,pub.1062464592,10.1126/science.1203815,21617060,,Mitigating Local Causes of Ocean Acidification with Existing Laws,Science,,Conservation of Natural Resources; Ecosystem; Hydrogen-Ion Concentration; Oceans and Seas; Seawater; United States; Water Pollution,2011-05-27,2011,332,6033,1036-1037,Closed,Article,"Kelly, R. P.; Foley, M. M.; Fisher, W. S.; Feely, R. A.; Halpern, B. S.; Waldbusser, G. G.; Caldwell, M. R.",,"Kelly, R. P. (Stanford University); Foley, M. M. (Stanford University); Fisher, W. S. (Environmental Protection Agency); Feely, R. A. (Pacific Marine Environmental Laboratory); Halpern, B. S. (University of California, Santa Barbara); Waldbusser, G. G. (Oregon State University); Caldwell, M. R. (Stanford University)",77,13,0.45,,,https://app.dimensions.ai/details/publication/pub.1062464592,,,,,,
119,200,pub.1040779890,10.1016/j.biocon.2011.01.024,,,Scientific relevance cuts both ways: Informing current and future decision-making,Biological Conservation,,,2011-05,2011,144,5,1295,Closed,Article,"McLeod, Karen L.; Lester, Sarah E.; Ruckelshaus, Mary; Halpern, Benjamin S.; Tallis, Heather",,"McLeod, Karen L. (Oregon State University); Lester, Sarah E. (University of California, Santa Barbara); Ruckelshaus, Mary (Stanford University); Halpern, Benjamin S. (University of California, Santa Barbara); Tallis, Heather (Stanford University)",2,2,,,,https://app.dimensions.ai/details/publication/pub.1040779890,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
120,100,pub.1034271259,10.1016/j.biocon.2011.02.024,,,Mapping species richness and human impact drivers to inform global pelagic conservation prioritisation,Biological Conservation,,,2011-05,2011,144,5,1758-1766,Closed,Article,"Trebilco, Rowan; Halpern, Benjamin S.; Flemming, Joanna Mills; Field, Chris; Blanchard, Wade; Worm, Boris","Trebilco, Rowan","Trebilco, Rowan (Simon Fraser University); Halpern, Benjamin S. (); Flemming, Joanna Mills (Dalhousie University); Field, Chris (Dalhousie University); Blanchard, Wade (Dalhousie University); Worm, Boris (Dalhousie University)",32,5,,4.22,,https://app.dimensions.ai/details/publication/pub.1034271259,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
121,100,pub.1025997720,10.1016/j.biocon.2011.01.019,,,Using portfolio theory to assess tradeoffs between return from natural capital and social equity across space,Biological Conservation,,,2011-05,2011,144,5,1499-1507,"All OA; Green, Accepted & Submitted",Article,"Halpern, Benjamin S.; White, Crow; Lester, Sarah E.; Costello, Christopher; Gaines, Steven D.","Halpern, Benjamin S.","Halpern, Benjamin S. (University of California, Santa Barbara); White, Crow (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",24,8,,4,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1439&context=bio_fac,https://app.dimensions.ai/details/publication/pub.1025997720,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
122,400,pub.1039269171,10.1073/pnas.0908503107,20176945,PMC2972932,Placing marine protected areas onto the ecosystem-based management seascape,Proceedings of the National Academy of Sciences,,Animals; Conservation of Natural Resources; Ecosystem; Fisheries; Fishes; Marine Biology; Oceans and Seas,2010-10-26,2010,107,43,18312-18317,All OA; Gold,Article,"Halpern, Benjamin S.; Lester, Sarah E.; McLeod, Karen L.",,"Halpern, Benjamin S. (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara); McLeod, Karen L. (Oregon State University)",155,44,1.29,18.21,http://www.pnas.org/content/107/43/18312.full.pdf,https://app.dimensions.ai/details/publication/pub.1039269171,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
123,100,pub.1019701241,10.1016/j.marpol.2010.02.001,,,Guiding ecological principles for marine spatial planning,Marine Policy,,,2010-09,2010,34,5,955-966,"All OA; Green, Accepted & Submitted",Article,"Foley, Melissa M.; Halpern, Benjamin S.; Micheli, Fiorenza; Armsby, Matthew H.; Caldwell, Margaret R.; Crain, Caitlin M.; Prahler, Erin; Rohr, Nicole; Sivas, Deborah; Beck, Michael W.; Carr, Mark H.; Crowder, Larry B.; Duffy, J. Emmett; Hacker, Sally D.; McLeod, Karen L.; Palumbi, Stephen R.; Peterson, Charles H.; Regan, Helen M.; Ruckelshaus, Mary H.; Sandifer, Paul A.; Steneck, Robert S.","Foley, Melissa M.","Foley, Melissa M. (Stanford University; University of California, Santa Cruz); Halpern, Benjamin S. (University of California, Santa Barbara); Micheli, Fiorenza (Stanford University); Armsby, Matthew H. (Stanford University); Caldwell, Margaret R. (Stanford University); Crain, Caitlin M. (University of California, Santa Cruz); Prahler, Erin (Stanford University); Rohr, Nicole (Stanford University; University of Rhode Island); Sivas, Deborah (Stanford University); Beck, Michael W. (); Carr, Mark H. (University of California, Santa Cruz); Crowder, Larry B. (Duke University); Duffy, J. Emmett (William & Mary); Hacker, Sally D. (Oregon State University); McLeod, Karen L. (Oregon State University); Palumbi, Stephen R. (Stanford University); Peterson, Charles H. (University of North Carolina at Chapel Hill); Regan, Helen M. (University of California, Riverside); Ruckelshaus, Mary H. (Northwest Fisheries Science Center); Sandifer, Paul A. (Hollings Marine Laboratory); Steneck, Robert S. (University of Maine)",256,58,,37.92,http://palumbi.stanford.edu/manuscripts/Guiding+ecological+principles+for+marine+spatial+planning.pdf,https://app.dimensions.ai/details/publication/pub.1019701241,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
124,400,pub.1044235847,10.1371/journal.pone.0012431,20814570,PMC2930002,Prioritizing Land and Sea Conservation Investments to Protect Coral Reefs,PLoS ONE,,Animals; Anthozoa; Budgets; Conservation of Natural Resources; Ecosystem; Investments; Oceans and Seas,2010-08-30,2010,5,8,e12431,All OA; Gold,Article,"Klein, Carissa J.; Ban, Natalie C.; Halpern, Benjamin S.; Beger, Maria; Game, Edward T.; Grantham, Hedley S.; Green, Alison; Klein, Travis J.; Kininmonth, Stuart; Treml, Eric; Wilson, Kerrie; Possingham, Hugh P.",,"Klein, Carissa J. (University of Queensland); Ban, Natalie C. (James Cook University); Halpern, Benjamin S. (University of California, Santa Barbara); Beger, Maria (University of Queensland); Game, Edward T. (); Grantham, Hedley S. (University of Queensland); Green, Alison (); Klein, Travis J. (Queensland University of Technology); Kininmonth, Stuart (Australian Institute of Marine Science); Treml, Eric (University of Queensland); Wilson, Kerrie (University of Queensland); Possingham, Hugh P. (University of Queensland)",54,13,0.76,6.1,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0012431&type=printable,https://app.dimensions.ai/details/publication/pub.1044235847,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
125,100,pub.1002209943,10.1890/090241,,,The engaged university: providing a platform for research that transforms society,Frontiers in Ecology and the Environment,,,2010-08,2010,8,6,314-321,"All OA; Green, Accepted & Submitted",Article,"Whitmer, Ali; Ogden, Laura; Lawton, John; Sturner, Pam; Groffman, Peter M; Schneider, Laura; Hart, David; Halpern, Benjamin; Schlesinger, William; Raciti, Steve; Bettez, Neil; Ortega, Sonia; Rustad, Lindsey; Pickett, Steward TA; Killilea, Mary",,"Whitmer, Ali (Georgetown University); Ogden, Laura (Florida International University); Lawton, John (); Sturner, Pam (Stanford University); Groffman, Peter M (Boston University); Schneider, Laura (Rutgers, The State University of New Jersey); Hart, David (University of Maine); Halpern, Benjamin (University of California, Santa Barbara); Schlesinger, William (Boston University); Raciti, Steve (Boston University); Bettez, Neil (Boston University); Ortega, Sonia (National Science Foundation); Rustad, Lindsey (); Pickett, Steward TA (Boston University); Killilea, Mary (New York University)",81,20,,13.98,https://digitalcommons.fiu.edu/cgi/viewcontent.cgi?article=1272&context=fce_lter_journal_articles,https://app.dimensions.ai/details/publication/pub.1002209943,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
126,400,pub.1039054625,10.1890/09-1173.1,20666257,,Using expert judgment to estimate marine ecosystem vulnerability in the California Current,Ecological Applications,,California; Ecosystem; Seawater,2010-07,2010,20,5,1402-1416,Closed,Article,"Teck, Sarah J.; Halpern, Benjamin S.; Kappel, Carrie V.; Micheli, Fiorenza; Selkoe, Kimberly A.; Crain, Caitlin M.; Martone, Rebecca; Shearer, Christine; Arvai, Joe; Fischhoff, Baruch; Murray, Grant; Neslo, Rabin; Cooke, Roger",,"Teck, Sarah J. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Kappel, Carrie V. (University of California, Santa Barbara); Micheli, Fiorenza (Stanford University); Selkoe, Kimberly A. (University of California, Santa Barbara; University of Hawaii at Manoa); Crain, Caitlin M. (University of California, Santa Cruz); Martone, Rebecca (Stanford University); Shearer, Christine (University of California, Santa Barbara); Arvai, Joe (Michigan State University); Fischhoff, Baruch (Carnegie Mellon University); Murray, Grant (Vancouver Island University); Neslo, Rabin (Delft University of Technology); Cooke, Roger (Delft University of Technology; Resources For The Future)",89,18,1.02,10.06,,https://app.dimensions.ai/details/publication/pub.1039054625,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
127,400,pub.1007467586,10.1242/jeb.037895,20190114,,Crucial knowledge gaps in current understanding of climate change impacts on coral reef fishes,Journal of Experimental Biology,,"Animals; Anthozoa; Behavior, Animal; Biodiversity; Climate Change; Ecosystem; Fish Diseases; Fishes; Humans; Population Dynamics; Seawater; Surveys and Questionnaires",2010-03-15,2010,213,6,894-900,All OA; Gold,Article,"Wilson, S. K.; Adjeroud, M.; Bellwood, D. R.; Berumen, M. L.; Booth, D.; Bozec, Y.-Marie; Chabanet, P.; Cheal, A.; Cinner, J.; Depczynski, M.; Feary, D. A.; Gagliano, M.; Graham, N. A. J.; Halford, A. R.; Halpern, B. S.; Harborne, A. R.; Hoey, A. S.; Holbrook, S. J.; Jones, G. P.; Kulbiki, M.; Letourneur, Y.; De Loma, T. L.; McClanahan, T.; McCormick, M. I.; Meekan, M. G.; Mumby, P. J.; Munday, P. L.; Öhman, M. C.; Pratchett, M. S.; Riegl, B.; Sano, M.; Schmitt, R. J.; Syms, C.",,"Wilson, S. K. (Department of Parks and Wildlife); Adjeroud, M. (University of Perpignan); Bellwood, D. R. (James Cook University; ARC Centre of Excellence For Coral Reef Studies); Berumen, M. L. (ARC Centre of Excellence For Coral Reef Studies; King Abdullah University of Science and Technology; Woods Hole Oceanographic Institution); Booth, D. (University of Technology Sydney); Bozec, Y.-Marie (Higher Institute for agricultural sciences, food industry, horticulture and landscape management); Chabanet, P. (Institute of Research for Development); Cheal, A. (Australian Institute of Marine Science); Cinner, J. (ARC Centre of Excellence For Coral Reef Studies); Depczynski, M. (University of Western Australia); Feary, D. A. (); Gagliano, M. (University of Western Australia); Graham, N. A. J. (ARC Centre of Excellence For Coral Reef Studies); Halford, A. R. (Australian Institute of Marine Science; University of Guam); Halpern, B. S. (University of California, Santa Barbara); Harborne, A. R. (University of Exeter); Hoey, A. S. (James Cook University; ARC Centre of Excellence For Coral Reef Studies); Holbrook, S. J. (University of California, Santa Barbara); Jones, G. P. (James Cook University; ARC Centre of Excellence For Coral Reef Studies); Kulbiki, M. (University of Perpignan); Letourneur, Y. (Aix-Marseille University); De Loma, T. L. (Centre de Recherches Insulaires et Observatoire de l'Environnement); McClanahan, T. (Wildlife Conservation Society); McCormick, M. I. (James Cook University; ARC Centre of Excellence For Coral Reef Studies); Meekan, M. G. (University of Western Australia); Mumby, P. J. (University of Exeter); Munday, P. L. (James Cook University; ARC Centre of Excellence For Coral Reef Studies); Öhman, M. C. (Stockholm University); Pratchett, M. S. (ARC Centre of Excellence For Coral Reef Studies); Riegl, B. (Nova Southeastern University); Sano, M. (University of Tokyo); Schmitt, R. J. (University of California, Santa Barbara); Syms, C. (University of Technology Sydney)",64,2,0.85,5.75,http://jeb.biologists.org/content/213/6/894.full.pdf,https://app.dimensions.ai/details/publication/pub.1007467586,0699 Other Biological Sciences; 0602 Ecology; 06 Biological Sciences,0699 Other Biological Sciences,0602 Ecology,06 Biological Sciences,,
128,100,pub.1017495386,10.1016/j.marpol.2009.08.003,,,The many faces of ecosystem-based management: Making the process work today in real places,Marine Policy,,,2010-03,2010,34,2,340-348,Closed,Article,"Tallis, Heather; Levin, Phillip S.; Ruckelshaus, Mary; Lester, Sarah E.; McLeod, Karen L.; Fluharty, David L.; Halpern, Benjamin S.","Tallis, Heather","Tallis, Heather (Stanford University); Levin, Phillip S. (Northwest Fisheries Science Center); Ruckelshaus, Mary (Northwest Fisheries Science Center); Lester, Sarah E. (University of California, Santa Barbara); McLeod, Karen L. (Oregon State University); Fluharty, David L. (University of Washington); Halpern, Benjamin S. (University of California, Santa Barbara)",160,25,,23.7,,https://app.dimensions.ai/details/publication/pub.1017495386,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
