,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Arturo A Keller. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
177,100,pub.1044458086,10.1080/10588330408984084,,,Complex NAPL Site Characterization Using Fluorescence Part 3: Detection Capabilities for Specific Excitation Sources,Soil and Sediment Contamination An International Journal,,,2004-01,2004,13,2,135-148,Closed,Article,"KRAM, MARK L.; KELLER, ARTURO A.",,"KRAM, MARK L. (University of California, Santa Barbara); KELLER, ARTURO A. (University of California, Santa Barbara)",1,1,,0.1,,https://app.dimensions.ai/details/publication/pub.1044458086,03 Chemical Sciences; 0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0303 Macromolecular and Materials Chemistry,,,
178,100,pub.1020829599,10.1080/10588330408984083,,,Complex NAPL Site Characterization Using Fluorescence Part 2: Analysis of Soil Matrix Effects on the Excitation/Emission Matrix,Soil and Sediment Contamination An International Journal,,,2004-01,2004,13,2,119-134,Closed,Article,"KRAM, MARK L.; KELLER, ARTURO A.",,"KRAM, MARK L. (University of California, Santa Barbara); KELLER, ARTURO A. (University of California, Santa Barbara)",1,1,,0.09,,https://app.dimensions.ai/details/publication/pub.1020829599,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
179,100,pub.1052148440,10.1029/2003wr002487,,,Transport of colloids in unsaturated porous media: A pore‐scale observation of processes during the dissolution of air‐water interface,Water Resources Research,,,2003-12,2003,39,12,,All OA; Gold,Article,"Sirivithayapakorn, Sanya; Keller, Arturo",,"Sirivithayapakorn, Sanya (University of California, Santa Barbara); Keller, Arturo (University of California, Santa Barbara)",49,4,,9.61,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003WR002487,https://app.dimensions.ai/details/publication/pub.1052148440,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
180,100,pub.1021127077,10.1029/2003wr002071,,,Effect of spreading coefficient on three‐phase relative permeability of nonaqueous phase liquids,Water Resources Research,,,2003-10,2003,39,10,,All OA; Gold,Article,"Keller, Arturo A.; Chen, Mingjie",,"Keller, Arturo A. (University of California, Santa Barbara); Chen, Mingjie (University of California, Santa Barbara)",11,2,,2.2,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003WR002071,https://app.dimensions.ai/details/publication/pub.1021127077,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
181,100,pub.1038485328,10.1029/2002wr001583,,,Transport of colloids in saturated porous media: A pore‐scale observation of the size exclusion effect and colloid acceleration,Water Resources Research,,,2003-04,2003,39,4,,All OA; Gold,Article,"Sirivithayapakorn, Sanya; Keller, Arturo",,"Sirivithayapakorn, Sanya (University of California, Santa Barbara); Keller, Arturo (University of California, Santa Barbara)",104,17,,20.4,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2002WR001583,https://app.dimensions.ai/details/publication/pub.1038485328,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
182,200,pub.1011080348,10.1080/20025891107609,,,"Hollow Fiber Membranes and Spray Aeration to Remove MTBE, DNAPLS, and Other Recalcitrant Compounds from Soils and Groundwater",Soil and Sediment Contamination An International Journal,,,2002-05,2002,11,3,436-436,Closed,Article,"Keller, Arturo A.",,"Keller, Arturo A. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1011080348,03 Chemical Sciences; 05 Environmental Sciences,03 Chemical Sciences,05 Environmental Sciences,,,
183,100,pub.1049549168,10.1111/j.1745-6592.2002.tb00654.x,,,"DNAPL Characterization Methods and Approaches, Part 2: Cost Comparisons",Groundwater Monitoring & Remediation,,,2002-02,2002,22,1,46-61,"All OA; Green, Accepted & Submitted",Article,"Kram, Mark L.; Keller, Arturo A.; Rossabi, Joseph; Everett, Lome G.",,"Kram, Mark L. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Rossabi, Joseph (); Everett, Lome G. ()",21,1,,2.14,http://clu-in.org/download/char/GWMR_Fall_109-123.pdf,https://app.dimensions.ai/details/publication/pub.1049549168,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0799 Other Agricultural and Veterinary Sciences; 07 Agricultural and Veterinary Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0799 Other Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences,
184,400,pub.1003185394,10.1016/s0304-3894(01)00309-0,11744205,,Kinetics and products of reactions of MTBE with ozone and ozone/hydrogen peroxide in water,Journal of Hazardous Materials,,"Carcinogens; Hydrogen Peroxide; Kinetics; Methyl Ethers; Oxidants; Oxidants, Photochemical; Ozone; Soil Pollutants; Temperature; Water",2002-01-28,2002,89,2-3,197-212,"All OA; Green, Accepted & Submitted",Article,"Mitani, Marie M.; Keller, Arturo A.; Bunton, Clifford A.; Rinker, Robert G.; Sandall, Orville C.","Keller, Arturo A.","Mitani, Marie M. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Bunton, Clifford A. (University of California, Santa Barbara); Rinker, Robert G. (University of California, Santa Barbara); Sandall, Orville C. (University of California, Santa Barbara)",56,7,0.89,,http://www.esm.ucsb.edu/~keller/papers/Abstract36.pdf,https://app.dimensions.ai/details/publication/pub.1003185394,09 Engineering,09 Engineering,,,,
185,100,pub.1021939655,10.1111/j.1745-6592.2001.tb00647.x,,,"DNAPL Characterization Methods and Approaches, Part 1: Performance Comparisons",Groundwater Monitoring & Remediation,,,2001-11,2001,21,4,109-123,Closed,Article,"Kram, Mark L.; Keller, Arturo A.; Rossabi, Joseph; Everett, Lorne G.",,"Kram, Mark L. (University of California, Santa Barbara); Keller, Arturo A. (); Rossabi, Joseph (); Everett, Lorne G. ()",40,6,,4.34,,https://app.dimensions.ai/details/publication/pub.1021939655,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0799 Other Agricultural and Veterinary Sciences; 07 Agricultural and Veterinary Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0799 Other Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences,
186,100,pub.1005902091,10.1016/s0926-3373(01)00205-3,,,Low temperature catalytic decomposition and oxidation of MTBE,Applied Catalysis B Environmental,,,2001-11,2001,34,2,87-95,Closed,Article,"Mitani, M.M.; Keller, A.A.; Golden, S.J.; Hatfield, R.; Cheetham, A.K.","Keller, A.A.","Mitani, M.M. (University of California, Santa Barbara); Keller, A.A. (University of California, Santa Barbara); Golden, S.J. (); Hatfield, R. (); Cheetham, A.K. (University of California, Santa Barbara)",4,1,,0.42,,https://app.dimensions.ai/details/publication/pub.1005902091,0302 Inorganic Chemistry; 03 Chemical Sciences; 0399 Other Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0302 Inorganic Chemistry,03 Chemical Sciences,0399 Other Chemical Sciences,0306 Physical Chemistry (incl. Structural),
187,400,pub.1020124255,10.1002/etc.5620200802,11491542,,Measurement of Henry's law constant for methyl tert‐butyl ether using solid‐phase microextraction,Environmental Toxicology and Chemistry,,"Carcinogens; Methyl Ethers; Models, Theoretical; Soil Pollutants; Solubility; Temperature; Volatilization; Water Pollutants",2001-08,2001,20,8,1625-1629,Closed,Article,"Bierwagen, Britta G.; Keller, Arturo A.",,"Bierwagen, Britta G. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",17,1,0.18,,,https://app.dimensions.ai/details/publication/pub.1020124255,03 Chemical Sciences; 05 Environmental Sciences; 06 Biological Sciences,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences,,
188,400,pub.1055491300,10.1021/es001490y,11355207,,Hydrophobic hollow fiber membranes for treating MTBE-contaminated water.,Environmental Science & Technology,,"Membranes, Artificial; Methyl Ethers; Models, Theoretical; Solubility; Water Pollutants, Chemical; Water Purification",2001-05,2001,35,9,1875-9,Closed,Article,"Keller, A A; Bierwagen, B G",,"Keller, A A (University of California, Santa Barbara); Bierwagen, B G ()",19,1,0.05,2.26,,https://app.dimensions.ai/details/publication/pub.1055491300,09 Engineering; 03 Chemical Sciences; 0904 Chemical Engineering; 0306 Physical Chemistry (incl. Structural),09 Engineering,03 Chemical Sciences,0904 Chemical Engineering,0306 Physical Chemistry (incl. Structural),
189,100,pub.1029853298,10.1111/j.1745-6592.2001.tb00632.x,,,Use of LIF for Real‐Time In‐Situ Mixed NAPL Source Zone Detection,Groundwater Monitoring & Remediation,,,2001-02,2001,21,1,67-76,Closed,Article,"Kram, Mark L.; Lieberman, Stephen H.; Fee, Jerry; Keller, Arturo A.",,"Kram, Mark L. (San Diego State University); Lieberman, Stephen H. (); Fee, Jerry (); Keller, Arturo A. ()",17,2,,1.84,,https://app.dimensions.ai/details/publication/pub.1029853298,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0799 Other Agricultural and Veterinary Sciences; 07 Agricultural and Veterinary Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0799 Other Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences,
190,200,pub.1068725679,10.1897/1551-5028(2001)020<1625:mohslc>2.0.co;2,,,MEASUREMENT OF HENRY'S LAW CONSTANT FOR METHYL tert-BUTYL ETHER USING SOLID-PHASE MICROEXTRACTION,Environmental Toxicology and Chemistry,,,2001,2001,20,8,1625,Closed,Article,"Bierwagen, Britta G.; Keller, Arturo A.",,"Bierwagen, Britta G. (); Keller, Arturo A. ()",12,0,,,,https://app.dimensions.ai/details/publication/pub.1068725679,03 Chemical Sciences; 05 Environmental Sciences; 06 Biological Sciences,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences,,
191,100,pub.1052081387,10.1111/j.1745-6592.2000.tb00296.x,,,An Evaluation of Physicochemical Treatment Technologies for Water Contaminated with MTBE,Groundwater Monitoring & Remediation,,,2000-11,2000,20,4,114-126,Closed,Article,"Keller, Arturo A.; Sandall, Orville C.; Rinker, Robert G.; Mitani, Marie M.; Bierwagen, Britta; Snodgrass, Michael J.",,"Keller, Arturo A. (); Sandall, Orville C. (); Rinker, Robert G. (); Mitani, Marie M. (); Bierwagen, Britta (); Snodgrass, Michael J. ()",15,1,,1.67,,https://app.dimensions.ai/details/publication/pub.1052081387,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0799 Other Agricultural and Veterinary Sciences; 07 Agricultural and Veterinary Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0799 Other Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences,
192,100,pub.1025340447,10.1016/s1462-9011(00)00084-8,,,Cost–benefit analysis of methyl tert-butyl ether and alternative gasoline formulations,Environmental Science & Policy,,,2000-08,2000,3,4,173-188,Closed,Article,"Fernandez, L.; Keller, A.A.","Fernandez, L.","Fernandez, L. (University of California, Riverside); Keller, A.A. (University of California, Santa Barbara)",11,1,,,,https://app.dimensions.ai/details/publication/pub.1025340447,16 Studies in Human Society; 05 Environmental Sciences; 07 Agricultural and Veterinary Sciences,16 Studies in Human Society,05 Environmental Sciences,07 Agricultural and Veterinary Sciences,,
193,100,pub.1004577720,10.1023/a:1006619402305,,,Behavior of Nonaqueous Phase Liquids in Fractured Porous Media under Two‐Phase Flow Conditions,Transport in Porous Media,,,2000-01,2000,38,1-2,189-203,Closed,Article,"Keller, Arturo A.; Blunt, Martin J.; Roberts, Paul V.",,"Keller, Arturo A. (University of California, Santa Barbara); Blunt, Martin J. (Stanford University); Roberts, Paul V. (Stanford University)",29,2,,6.27,,https://app.dimensions.ai/details/publication/pub.1004577720,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,,,
194,100,pub.1002591839,10.1002/rem.3440100105,,,Remediation of MTBE‐Contaminated Water and Soil,Remediation Journal,,,1999-12,1999,10,1,55-68,"All OA; Green, Accepted & Submitted",Article,"Keller, Arturo A.; Sirivithayapakorn, Sanya; Kram, Mark",,"Keller, Arturo A. (Chulalongkorn University; San Diego State University); Sirivithayapakorn, Sanya (Chulalongkorn University); Kram, Mark (San Diego State University)",3,0,,,http://www.esm.ucsb.edu/~keller/papers/Abstract23.pdf,https://app.dimensions.ai/details/publication/pub.1002591839,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
195,100,pub.1013207344,10.1029/1998wr900041,,,Effect of fracture aperture variations on the dispersion of contaminants,Water Resources Research,,,1999-01,1999,35,1,55-63,All OA; Gold,Article,"Keller, Arturo A.; Roberts, Paul V.; Blunt, Martin J.",,"Keller, Arturo A. (); Roberts, Paul V. (); Blunt, Martin J. ()",74,12,,,http://onlinelibrary.wiley.com/doi/10.1029/1998WR900041/pdf,https://app.dimensions.ai/details/publication/pub.1013207344,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,,,
196,400,pub.1045111233,10.1007/s002679900145,9680543,,Impact of Carbon Storage Through Restoration of Drylands on the Global Carbon Cycle,Environmental Management,,,1998-09,1998,22,5,757-766,Closed,Article,"Keller, Arturo A.; Goldstein, Robert A.",,"Keller, Arturo A. (University of California, Santa Barbara); Goldstein, Robert A. (Electric Power Research Institute)",20,3,0.03,,,https://app.dimensions.ai/details/publication/pub.1045111233,0501 Ecological Applications; 05 Environmental Sciences,0501 Ecological Applications,05 Environmental Sciences,,,
197,100,pub.1010376746,10.1023/a:1006589611884,,,Micromodel Observation of the Role of Oil Layers in Three-Phase Flow,Transport in Porous Media,,,1997-03,1997,26,3,277-297,Closed,Article,"Keller, Arturo A.; Blunt, Martin J.; Roberts, Arturo Paul V.",,"Keller, Arturo A. (University of California, Santa Barbara); Blunt, Martin J. (Stanford University); Roberts, Arturo Paul V. (Stanford University)",78,11,,,,https://app.dimensions.ai/details/publication/pub.1010376746,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
198,200,pub.1035798668,10.1007/bf00140513,,,The CO2 fertilization factor and the ‘missing’ carbon sink,Climatic Change,,,1996-05,1996,33,1,63-68,Closed,Article,"Keller, Arturo A.",,"Keller, Arturo A. (Stanford University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1035798668,,,,,,
199,100,pub.1036507203,10.1007/bf01093853,,,Oceanic transport and storage of carbon emissions,Climatic Change,,,1995-08,1995,30,4,367-395,Closed,Article,"Keller, Arturo A.; Goldstein, Robert A.",,"Keller, Arturo A. (Electric Power Research Institute); Goldstein, Robert A. (Electric Power Research Institute)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1036507203,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
200,100,pub.1034816485,10.1029/95gl01497,,,Prediction of single phase transport parameters in a variable aperture fracture,Geophysical Research Letters,,,1995-06-01,1995,22,11,1425-1428,Closed,Article,"Keller, Arturo A.; Roberts, Paul V.; Kitanidis, Peter K.",,"Keller, Arturo A. (Stanford University); Roberts, Paul V. (Stanford University); Kitanidis, Peter K. (Stanford University)",32,2,,,,https://app.dimensions.ai/details/publication/pub.1034816485,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
