,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is John Michael Melack. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
155,100,pub.1012617409,10.1023/a:1006108315578,,,Nitrogen yields from undisturbed watersheds in the Americas,Biogeochemistry,,,1999-07,1999,46,1-3,149-162,Closed,Article,"Lewis, William M.; Melack, John M.; McDowell, William H.; McClain, Michael; Richey, Jeffrey E.",,"Lewis, William M. (); Melack, John M. (University of California, Santa Barbara); McDowell, William H. (University of New Hampshire); McClain, Michael (University of Washington); Richey, Jeffrey E. (University of Washington)",21,0,,,,https://app.dimensions.ai/details/publication/pub.1012617409,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
156,100,pub.1009623462,10.1007/bf01007576,,,The impact of accelerating land-use change on the N-Cycle of tropical aquatic ecosystems: Current conditions and projected changes,Biogeochemistry,,,1999-07,1999,46,1-3,109-148,Closed,Article,"Downing, J. A.; Mcclain, M.; Twilley, R.; Melack, J. M.; Elser, J.; Rabalais, N. N.; Lewis, W. M.; Turner, R. E.; Corredor, J.; Soto, D.; Yanez-Arancibia, A.; Kopaska, J. A.; Howarth, R. W.",,"Downing, J. A. (Iowa State University); Mcclain, M. (University of Miami); Twilley, R. (University of Louisiana at Lafayette); Melack, J. M. (University of California, Santa Barbara); Elser, J. (Arizona State University); Rabalais, N. N. (Louisiana Universities Marine Consortium); Lewis, W. M. (University of Colorado Boulder); Turner, R. E. (Louisiana State University); Corredor, J. (University of Puerto Rico at Mayagüez); Soto, D. (Austral University of Chile); Yanez-Arancibia, A. (); Kopaska, J. A. (Iowa State University); Howarth, R. W. (Cornell University)",173,20,,,,https://app.dimensions.ai/details/publication/pub.1009623462,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
157,100,pub.1042687100,10.1007/bf01106780,,,"Composition and deposition of throughfall in a flooded forest archipelago (Negro River, Brazil)",Biogeochemistry,,,1999-05,1999,45,2,169-195,Closed,Article,"Filoso, Solange; Williams, Michael R.; Melack, John M.",,"Filoso, Solange (University of California, Santa Barbara); Williams, Michael R. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",51,2,,,,https://app.dimensions.ai/details/publication/pub.1042687100,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
158,100,pub.1036564646,10.1023/a:1006108618196,,,Composition and deposition of throughfall in a flooded forest archipelago,Biogeochemistry,,,1999-05,1999,45,2,169-195,Closed,Article,"Filoso, Solange; Williams, Michael R.; Melack, John M.",,"Filoso, Solange (University of California, Santa Barbara); Williams, Michael R. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1036564646,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
159,100,pub.1104109015,10.2166/nh.1999.0005,,,Evaporation from Snow in the Central Sierra Nevada of California,Hydrology Research,,,1999-04,1999,30,2,81-108,Closed,Article,"Leydecker, Al; Melack, John M.",,"Leydecker, Al (); Melack, John M. ()",22,2,,,,https://app.dimensions.ai/details/publication/pub.1104109015,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
160,100,pub.1053484113,10.1007/978-94-011-4645-6_7,,,Nitrogen yields from undisturbed watersheds in the Americas,,New Perspectives on Nitrogen Cycling in the Temperate and Tropical Americas,,1999,1999,,,149-162,Closed,Chapter,"Lewis, William M.; Melack, John M.; Mcdowell, William H.; Mcclain, Michael; Richey, Jeffrey E.",,"Lewis, William M. (); Melack, John M. (University of California, Santa Barbara); Mcdowell, William H. (University of New Hampshire); Mcclain, Michael (University of Washington); Richey, Jeffrey E. (University of Washington)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1053484113,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
161,100,pub.1023831698,10.1007/978-94-011-4645-6_6,,,The impact of accelerating land-use change on the N-Cycle of tropical aquatic ecosystems: Current conditions and projected changes,,New Perspectives on Nitrogen Cycling in the Temperate and Tropical Americas,,1999,1999,,,109-148,Closed,Chapter,"Downing, J. A.; McClain, M.; Twilley, R.; Melack, J. M.; Elser, J.; Rabalais, N. N.; Lewis, W. M.; Turner, R. E.; Corredor, J.; Soto, D.; Yanez-Arancibia, A.; Kopaska, J. A.; Howarth, R. W.",,"Downing, J. A. (Iowa State University); McClain, M. (University of Miami); Twilley, R. (University of Louisiana at Lafayette); Melack, J. M. (University of California, Santa Barbara); Elser, J. (Arizona State University); Rabalais, N. N. (Louisiana Universities Marine Consortium); Lewis, W. M. (University of Colorado Boulder); Turner, R. E. (Louisiana State University); Corredor, J. (University of Puerto Rico at Mayagüez); Soto, D. (Austral University of Chile); Yanez-Arancibia, A. (Instituto de Ecología); Kopaska, J. A. (Iowa State University); Howarth, R. W. (Cornell University)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1023831698,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
162,100,pub.1042405983,10.1023/a:1003352511328,,,Limnological conditions in Mono Lake: contrasting monomixis and meromixis in the 1990s,Hydrobiologia,,,1998-08,1998,384,1-3,21-39,Closed,Article,"Melack, John M.; Jellison, Robert",,"Melack, John M. (University of California, Santa Barbara); Jellison, Robert (University of California, Santa Barbara)",47,5,,,,https://app.dimensions.ai/details/publication/pub.1042405983,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
163,200,pub.1062702431,10.1127/archiv-hydrobiol/142/1998/283,,,"Stratification, vertical mixing, and upward ammonium flux in hypersaline Mono Lake, California",Fundamental and Applied Limnology,,,1998-07-07,1998,142,3,283-315,Closed,Article,"Romero, José R.; Jellison, Robert; Melack, John M.",,"Romero, José R. (); Jellison, Robert (); Melack, John M. ()",15,0,,,,https://app.dimensions.ai/details/publication/pub.1062702431,,,,,,
164,100,pub.1023276729,10.1023/a:1005046819128,,,"Nitrogen and Sulfate Export from High Elevation Catchments of the Sierra Nevada, California","Water, Air, & Soil Pollution",,,1998-07,1998,105,1-2,217-226,Closed,Article,"Sickman, James O.; Melack, John M.",,"Sickman, James O. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",14,0,,,,https://app.dimensions.ai/details/publication/pub.1023276729,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
165,100,pub.1027804308,10.4319/lo.1998.43.4.0706,,,"The onset of meromixis during restoration of Mono Lake, California: Unintended consequences of reducing water diversions",Limnology and Oceanography,,,1998-06,1998,43,4,706-711,All OA; Gold,Article,"Jellison, Robert; Romero, José; Melack, John M.",,"Jellison, Robert (University of California, Santa Barbara); Romero, José (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",46,2,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1998.43.4.0706,https://app.dimensions.ai/details/publication/pub.1027804308,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
166,100,pub.1014991690,10.1080/014311698214181,,,Passive microwave observations of inundation area and the area/stage relation in the Amazon River floodplain,International Journal of Remote Sensing,,,1998-01,1998,19,16,3055-3074,"All OA; Green, Accepted & Submitted",Article,"Sippe, S. J.; Hamilton, S. K.; Melack, J. M.; Novo, E. M. M.",,"Sippe, S. J. (); Hamilton, S. K. (); Melack, J. M. (); Novo, E. M. M. ()",117,4,,,http://www.obt.inpe.br/videografia/publications_arquivos/Sippel_et_al_1998.pdf,https://app.dimensions.ai/details/publication/pub.1014991690,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
167,100,pub.1094875118,10.1109/igarss.1998.699600,,,Integration of multi-sensor data to characterize Amazon river floodplain habitats,,IGARSS '98. Sensing and Managing the Environment. 1998 IEEE International Geoscience and Remote Sensing. Symposium Proceedings. (Cat. No.98CH36174),,1998,1998,2,,837-839 vol.2,Closed,Proceeding,"Shimabukuro, Y.E.; De Moraes Novo, E.; Melack, J.M.; Mertes, L.K.",,"Shimabukuro, Y.E. (); De Moraes Novo, E. (); Melack, J.M. (); Mertes, L.K. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1094875118,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
168,100,pub.1094299735,10.1109/igarss.1998.699602,,,Large-scale vegetation features of the Amazon basin visible on the JERS-1 low-water Amazon mosaic,,IGARSS '98. Sensing and Managing the Environment. 1998 IEEE International Geoscience and Remote Sensing. Symposium Proceedings. (Cat. No.98CH36174),,1998,1998,2,,843-846 vol.2,"All OA; Green, Accepted & Submitted",Proceeding,"Hess, L.L.; Novo, E.M.L.M.; Valeriano, D.M.; Holt, J.W.; Melack, J.M.",,"Hess, L.L. (University of California, Santa Barbara); Novo, E.M.L.M. (); Valeriano, D.M. (); Holt, J.W. (); Melack, J.M. ()",3,1,,,http://urlib.net/sid.inpe.br/iris@1912/2005/07.19.21.07.17,https://app.dimensions.ai/details/publication/pub.1094299735,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
169,100,pub.1045225258,10.1007/978-94-017-0906-4_21,,,"Nitrogen and Sulfate Export from High Elevation Catchments of the Sierra Nevada, California",,"Biogeochemical Investigations at Watershed, Landscape, and Regional Scales",,1998,1998,,,217-226,Closed,Chapter,"Sickman, James O.; Melack, John M.",,"Sickman, James O. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1045225258,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
170,100,pub.1030764773,10.1029/97eo00334,,,Freshwater Ecosystems: Revitalizing Educational Programs in Limnology,Eos,,,1997-12-02,1997,78,48,552-557,All OA; Gold,Article,"Melack, John M.",,"Melack, John M. (University of California, Santa Barbara)",10,0,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/97EO00334,https://app.dimensions.ai/details/publication/pub.1030764773,1303 Specialist Studies In Education; 13 Education,1303 Specialist Studies In Education,13 Education,,,
171,200,pub.1093127309,10.1080/03680770.1995.11900724,,,"Spatial and temporal variation in the hydrochemistry of lakes in the Anavilhanas archipelago (Negro River, Brazil)",SIL Proceedings 1922-2010,,,1997-12,1997,26,2,309-312,Closed,Article,"Filoso, Solange; Williams, Michael R.; Melack, John M.",,"Filoso, Solange (); Williams, Michael R. (); Melack, John M. ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1093127309,,,,,,
172,100,pub.1043084798,10.1023/a:1005858219050,,,"Effects of prescribed burning and drought on the solute chemistry of mixed-conifer forest streams of the Sierra Nevada, California",Biogeochemistry,,,1997-12,1997,39,3,225-253,Closed,Article,"Williams, Michael R.; Melack, John M.",,"Williams, Michael R. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",38,2,,,,https://app.dimensions.ai/details/publication/pub.1043084798,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
173,200,pub.1102733096,10.2307/1551988,,,"Snow Distribution and Melt in Central Tien Shan, Susamir Valley",Arctic and Alpine Research,,,1997-11,1997,29,4,403,Closed,Article,"Aizen, Vladimir B.; Aizen, Elena M.; Melack, John M.",,"Aizen, Vladimir B. (); Aizen, Elena M. (); Melack, John M. ()",6,0,,,,https://app.dimensions.ai/details/publication/pub.1102733096,,,,,,
174,100,pub.1024653989,10.1023/a:1005801303639,,,Solute dynamics in soil water and groundwater in a central Amazon catchment undergoing deforestation,Biogeochemistry,,,1997-09,1997,38,3,303-335,Closed,Article,"WILLIAMS, MICHAEL R.; FISHER, THOMAS R.; MELACK, JOHN M.",,"WILLIAMS, MICHAEL R. (); FISHER, THOMAS R. (); MELACK, JOHN M. (University of California, Santa Barbara)",58,3,,,,https://app.dimensions.ai/details/publication/pub.1024653989,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
175,100,pub.1028125526,10.1023/a:1005774431820,,,Solute export from forested and partially deforested chatchments in the central Amazon,Biogeochemistry,,,1997-07,1997,38,1,67-102,Closed,Article,"WILLIAMS, MICHAEL R.; MELACK, JOHN M.",,"WILLIAMS, MICHAEL R. (); MELACK, JOHN M. (University of California, Santa Barbara)",106,5,,,,https://app.dimensions.ai/details/publication/pub.1028125526,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
176,100,pub.1006812574,10.1002/(sici)1099-1085(19970630)11:8<971::aid-hyp514>3.0.co;2-y,,,EFFECTS OF CLIMATE CHANGE ON INLAND WATERS OF THE PACIFIC COASTAL MOUNTAINS AND WESTERN GREAT BASIN OF NORTH AMERICA,Hydrological Processes,,,1997-06-30,1997,11,8,971-992,"All OA; Green, Accepted & Submitted",Article,"MELACK, JOHN M.; DOZIER, JEFF; GOLDMAN, CHARLES R.; GREENLAND, DAVID; MILNER, ALEXANDER M.; NAIMAN, ROBERT J.",,"MELACK, JOHN M. (University of California, Santa Barbara); DOZIER, JEFF (University of California, Santa Barbara); GOLDMAN, CHARLES R. (University of California, Davis); GREENLAND, DAVID (University of Oregon); MILNER, ALEXANDER M. (University of Birmingham); NAIMAN, ROBERT J. (University of Washington)",51,4,,,http://www2.bren.ucsb.edu/~dozier/Pubs/MelackHydrolProc1997.pdf,https://app.dimensions.ai/details/publication/pub.1006812574,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0405 Oceanography,
177,100,pub.1010979677,10.1175/1520-0442(1997)010<1393:cahcit>2.0.co;2,,,"Climatic and Hydrologic Changes in the Tien Shan, Central Asia",Journal of Climate,,,1997-06,1997,10,6,1393-1404,Closed,Article,"Aizen, Vladimir B.; Aizen, Elena M.; Melack, John M.; Dozier, Jeff",,"Aizen, Vladimir B. (); Aizen, Elena M. (); Melack, John M. (); Dozier, Jeff ()",213,37,,,,https://app.dimensions.ai/details/publication/pub.1010979677,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
178,100,pub.1019430916,10.1023/a:1005705927291,,,"Atmospheric deposition, mass balances, and processes regulating streamwater solute concentrations in mixed-conifer catchments of the Sierra Nevada, California",Biogeochemistry,,,1997-05,1997,37,2,111-144,Closed,Article,"WILLIAMS, MICHAEL R.; MELACK, JOHN M.",,"WILLIAMS, MICHAEL R. (University of California, Santa Barbara); MELACK, JOHN M. (University of California, Santa Barbara)",33,0,,,,https://app.dimensions.ai/details/publication/pub.1019430916,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
