,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jian Cheng Shi. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
364,100,pub.1028255920,10.2208/prohe.44.265,,,Study for estimating surface soil moisture and roughness parameters using a numerical scattering model and polarimetric airborne SAR data,Proceedings of Hydraulic Engineering,,,2000,2000,44,,265,All OA; Gold,Article,"TADONO, Takeo; Muhtar, QONG; WAKABAYASHI, Hiroyuki; SHIMADA, Masanobu; KOBAYASHI, Tatsuharu; Jiancheng, SHI",,"TADONO, Takeo (); Muhtar, QONG (); WAKABAYASHI, Hiroyuki (); SHIMADA, Masanobu (); KOBAYASHI, Tatsuharu (); Jiancheng, SHI ()",0,0,,0,https://www.jstage.jst.go.jp/article/prohe1990/44/0/44_0_265/_pdf,https://app.dimensions.ai/details/publication/pub.1028255920,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
365,100,pub.1012368342,10.2208/prohe.43.217,,,Numerical simulations for SAR algorithm development for soil and snow hydrological parameters,Proceedings of Hydraulic Engineering,,,1999,1999,43,,217,All OA; Gold,Article,"TADONO, Takeo; KOIKE, Toshio; Jiancheng, SHI",,"TADONO, Takeo (); KOIKE, Toshio (); Jiancheng, SHI ()",0,0,,,https://www.jstage.jst.go.jp/article/prohe1990/43/0/43_0_217/_pdf,https://app.dimensions.ai/details/publication/pub.1012368342,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
366,100,pub.1043452743,10.1029/98je01893,,,"Classification of surface types using SIR‐C/X‐SAR, Mount Everest Area, Tibet",Journal of Geophysical Research,,,1998-10-25,1998,103,E11,25823-25837,Closed,Article,"Albright, Thomas P.; Painter, Thomas H.; Roberts, Dar A.; Shi, Jiancheng; Dozier, Jeff; Fielding, Eric",,"Albright, Thomas P. (); Painter, Thomas H. (); Roberts, Dar A. (); Shi, Jiancheng (); Dozier, Jeff (); Fielding, Eric ()",13,2,,,,https://app.dimensions.ai/details/publication/pub.1043452743,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
367,200,pub.1020127893,10.1117/12.319499,,,Estimation of snow water equivalence using SIR-C/X-SAR,Proceedings of SPIE,Microwave Remote Sensing of the Atmosphere and Environment,,1998-08-19,1998,3503,,57-67,Closed,Proceeding,"Shi, Jiancheng",,"Shi, Jiancheng (University of California, Santa Barbara)",5,1,,,,https://app.dimensions.ai/details/publication/pub.1020127893,,,,,,
368,200,pub.1051592892,10.1117/12.317806,,,Validation of MODIS snow mapping algorithm using AVIRIS image and near-infrared color photo data,Proceedings of SPIE,Hyperspectral Remote Sensing and Application,,1998-08-17,1998,3502,,243-250,Closed,Proceeding,"Shi, Jiancheng; Li, Zhen",,"Shi, Jiancheng (University of California, Santa Barbara); Li, Zhen (University of California, Santa Barbara)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1051592892,,,,,,
369,100,pub.1093952774,10.1109/igarss.1998.703667,,,On improvement of bare surface soil moisture estimation from L-band SAR measurements,,IGARSS '98. Sensing and Managing the Environment. 1998 IEEE International Geoscience and Remote Sensing. Symposium Proceedings. (Cat. No.98CH36174),,1998,1998,4,,1834-1836 vol.4,Closed,Proceeding,"Shi, Jiancheng; Van Zyl, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Van Zyl, J. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1093952774,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
370,100,pub.1025133978,10.2208/prohe.42.103,,,Development of a SAR algorithm for soil moisture in permafrost regions including the effect of surface roughness,Proceedings of Hydraulic Engineering,,,1998,1998,42,,103,All OA; Gold,Article,"TADONO, Takeo; KOIKE, Toshio; Jiancheng, SHI; Yongjian, DING; Xianzhang, CHEN; Shaoling, WANG; Meixue, YANG",,"TADONO, Takeo (); KOIKE, Toshio (); Jiancheng, SHI (); Yongjian, DING (); Xianzhang, CHEN (); Shaoling, WANG (); Meixue, YANG ()",1,0,,,https://www.jstage.jst.go.jp/article/prohe1990/42/0/42_0_103/_pdf,https://app.dimensions.ai/details/publication/pub.1025133978,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
371,100,pub.1019933663,10.1016/s0034-4257(96)00146-0,,,Mapping seasonal snow with SIR-C/X-SAR in mountainous areas,Remote Sensing of Environment,,,1997-02,1997,59,2,294-307,Closed,Article,"Shi, Jiancheng; Dozier, Jeff","Shi, Jiancheng","Shi, Jiancheng (University of California, Santa Barbara); Dozier, Jeff (University of California, Santa Barbara)",69,7,,,,https://app.dimensions.ai/details/publication/pub.1019933663,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
372,100,pub.1009389200,10.1016/s0034-4257(96)00145-9,,,A comparison of soil moisture retrieval models using SIR-C measurements over the little Washita River watershed,Remote Sensing of Environment,,,1997-02,1997,59,2,308-320,Closed,Article,"Wang, J.R.; Hsu, A.; Shi, J.C.; O'Neill, P.E.; Engman, E.T.","Wang, J.R.","Wang, J.R. (Goddard Space Flight Center); Hsu, A. (); Shi, J.C. (University of California, Santa Barbara); O'Neill, P.E. (Goddard Space Flight Center); Engman, E.T. (Goddard Space Flight Center)",57,2,,,,https://app.dimensions.ai/details/publication/pub.1009389200,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
373,100,pub.1095597803,10.1109/igarss.1997.606419,,,Estimation of soil moisture for vegetated surfaces using multi-temporal L-band SAR measurements,,IGARSS'97. 1997 IEEE International Geoscience and Remote Sensing Symposium Proceedings. Remote Sensing - A Scientific Vision for Sustainable Development,,1997,1997,3,,1269-1271 vol.3,Closed,Proceeding,"Shi, Jiancheng; Sun, G.; Hsu, A.; Wang, J.; O'Neill, P.; Ranson, J.; Engman, E.T.",,"Shi, Jiancheng (University of California, Santa Barbara); Sun, G. (); Hsu, A. (); Wang, J. (); O'Neill, P. (); Ranson, J. (); Engman, E.T. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1095597803,09 Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering,
374,100,pub.1094583758,10.1109/igarss.1997.608891,,,Effects of large structure in wet snow cover on SAR measurements,,IGARSS'97. 1997 IEEE International Geoscience and Remote Sensing Symposium Proceedings. Remote Sensing - A Scientific Vision for Sustainable Development,,1997,1997,4,,1451-1453 vol.4,Closed,Proceeding,"Shi, Jiancheng; Kattlemann, R.; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Kattlemann, R. (); Dozier, J. ()",1,1,,,,https://app.dimensions.ai/details/publication/pub.1094583758,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
375,100,pub.1094539375,10.1109/igarss.1997.615205,,,Mapping snow cover with repeat pass synthetic aperture radar,,IGARSS'97. 1997 IEEE International Geoscience and Remote Sensing Symposium Proceedings. Remote Sensing - A Scientific Vision for Sustainable Development,,1997,1997,2,,628-630 vol.2,Closed,Proceeding,"Shi, Jiancheng; Hensley, S.; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Hensley, S. (); Dozier, J. ()",27,1,,,,https://app.dimensions.ai/details/publication/pub.1094539375,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
376,100,pub.1061161701,10.1109/36.649796,,,Electromagnetic scattering calculated from pair distribution functions retrieved from planar snow sections,IEEE Transactions on Geoscience and Remote Sensing,,,1997,1997,35,6,1419-1428,Closed,Article,"Zurk, L.M.; Tsang, L.; Shi, J.; Davis, R.E.",,"Zurk, L.M. (University of Washington); Tsang, L. (); Shi, J. (); Davis, R.E. ()",16,1,,,,https://app.dimensions.ai/details/publication/pub.1061161701,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
377,100,pub.1061161685,10.1109/36.628792,,,Estimation of bare surface soil moisture and surface roughness parameter using L-band SAR image data,IEEE Transactions on Geoscience and Remote Sensing,,,1997,1997,35,5,1254-1266,Closed,Article,"Shi, Jiancheng; Wang, J.; Hsu, A.Y.; O'Neill, P.E.; Engman, E.T.",,"Shi, Jiancheng (University of California, Santa Barbara); Wang, J. (); Hsu, A.Y. (); O'Neill, P.E. (); Engman, E.T. ()",317,32,,,,https://app.dimensions.ai/details/publication/pub.1061161685,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
378,100,pub.1005107362,10.2208/prohe.41.921,,,Development of a method of the soil moisture mapping in the permafrost regions using the surface scattering model and SAR data,Proceedings of Hydraulic Engineering,,,1997,1997,41,,921,All OA; Gold,Article,"TADONO, Takeo; KOIKE, Toshio; ISHIDAIRA, Hiroshi; Jiancheng, SHI",,"TADONO, Takeo (); KOIKE, Toshio (); ISHIDAIRA, Hiroshi (); Jiancheng, SHI ()",0,0,,,https://www.jstage.jst.go.jp/article/prohe1990/41/0/41_0_921/_pdf,https://app.dimensions.ai/details/publication/pub.1005107362,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
379,100,pub.1095717593,10.1109/igarss.1996.516464,,,Electromagnetic scattering based on pair distribution functions retrieved from planar snow sections,,IGARSS '96. 1996 International Geoscience and Remote Sensing Symposium,,1996,1996,1,,754-756 vol.1,Closed,Proceeding,"Zurk, L.M.; Tsang, L.; Shi, Jiancheng; Davis, R.E.",,"Zurk, L.M. (MIT Lincoln Laboratory); Tsang, L. (); Shi, Jiancheng (); Davis, R.E. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1095717593,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
380,100,pub.1095711231,10.1109/igarss.1996.516951,,,Estimation of snow surface albedo using Landsat Thematic Mapper,,IGARSS '96. 1996 International Geoscience and Remote Sensing Symposium,,1996,1996,4,,2249-2251 vol.4,Closed,Proceeding,"Shi, Jiancheng; Painter, T.H.; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Painter, T.H. (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1095711231,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
381,100,pub.1095311530,10.1109/igarss.1996.516909,,,Electromagnetic wave scattering from real-life rough surface profiles and profiles based on an averaged spectrum,,IGARSS '96. 1996 International Geoscience and Remote Sensing Symposium,,1996,1996,4,,2125-2127 vol.4,Closed,Proceeding,"Pak, Kyung; Tsang, Leung; Weeks, R.; Shi, J.C.; Rott, H.",,"Pak, Kyung (University of Washington); Tsang, Leung (University of Washington); Weeks, R. (); Shi, J.C. (); Rott, H. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1095311530,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
382,100,pub.1093331358,10.1109/igarss.1996.516869,,,Estimation of snow water equivalence using SIR-C/X-SAR,,IGARSS '96. 1996 International Geoscience and Remote Sensing Symposium,,1996,1996,4,,2002-2004 vol.4,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1093331358,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
383,100,pub.1061161293,10.1109/36.406676,,,Inferring snow wetness using C-band data from SIR-C's polarimetric synthetic aperture radar,IEEE Transactions on Geoscience and Remote Sensing,,,1995-07,1995,33,4,905-914,Closed,Article,"Shi, Jiancheng; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. ()",124,17,,,,https://app.dimensions.ai/details/publication/pub.1061161293,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
384,200,pub.1042838164,10.1117/12.200726,,,Estimation of soil moisture and surface roughness parameters using L-band SAR measurements,Proceedings of SPIE,"Multispectral and Microwave Sensing of Forestry, Hydrology, and Natural Resources",,1995-01-31,1995,2314,,485-493,Closed,Proceeding,"Shi, Jiancheng; O'Neill, Peggy E.; Hsu, Ann; Vanzyl, Jakob J.; Seyfried, Mark S.",,"Shi, Jiancheng (University of California, Santa Barbara); O'Neill, Peggy E. (Goddard Space Flight Center); Hsu, Ann (Goddard Space Flight Center); Vanzyl, Jakob J. (Jet Propulsion Lab); Seyfried, Mark S. ()",4,1,,,,https://app.dimensions.ai/details/publication/pub.1042838164,,,,,,
385,100,pub.1094806578,10.1109/igarss.1995.520319,,,Soil moisture estimation using time-series radar measurements of bare and vegetated fields in Washita '92,,"1995 International Geoscience and Remote Sensing Symposium, IGARSS '95. Quantitative Remote Sensing for Science and Applications",,1995,1995,1,,498-500 vol.1,Closed,Proceeding,"O'Neill, P.E.; Hsu, A.Y.; Shi, J.C.",,"O'Neill, P.E. (Goddard Space Flight Center); Hsu, A.Y. (Goddard Space Flight Center); Shi, J.C. ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1094806578,09 Engineering; 0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
386,100,pub.1094602722,10.1109/igarss.1995.520322,,,Estimation of soil moisture and surface roughness parameters using L-band SAR measurements,,"1995 International Geoscience and Remote Sensing Symposium, IGARSS '95. Quantitative Remote Sensing for Science and Applications",,1995,1995,1,,507-509 vol.1,Closed,Proceeding,"Shi, Jiancheng; Wang, J.; Hsu, A.; O'Neili, P.; Engman, E.T.",,"Shi, Jiancheng (University of California, Santa Barbara); Wang, J. (University of California, Santa Barbara); Hsu, A. (); O'Neili, P. (); Engman, E.T. ()",6,2,,,,https://app.dimensions.ai/details/publication/pub.1094602722,0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences,
387,100,pub.1093683103,10.1109/igarss.1995.521815,,,SIR-C/X-SAR investigations of snow properties in alpine region,,"1995 International Geoscience and Remote Sensing Symposium, IGARSS '95. Quantitative Remote Sensing for Science and Applications",,1995,1995,2,,1582-1584 vol.2,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1093683103,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
388,100,pub.1022341383,10.1016/0034-4257(94)90051-5,,,Monitoring of environmental conditions in Taiga forests using ERS-1 SAR,Remote Sensing of Environment,,,1994-08,1994,49,2,145-154,"All OA; Green, Accepted & Submitted",Article,"Rignot, Eric; Way, Jo Bea; McDonald, Kyle; Viereck, Leslie; Williams, Cynthia; Adams, Phyllis; Payne, Cheryl; Wood, William; Shi, Jiancheng","Rignot, Eric","Rignot, Eric (); Way, Jo Bea (); McDonald, Kyle (); Viereck, Leslie (); Williams, Cynthia (); Adams, Phyllis (); Payne, Cheryl (); Wood, William (); Shi, Jiancheng ()",62,8,,,https://escholarship.org/content/qt6f00q45t/qt6f00q45t.pdf?t=nv34yj,https://app.dimensions.ai/details/publication/pub.1022341383,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
389,100,pub.1094997792,10.1109/igarss.1994.399612,,,Active microwave measurements of snow cover progress in polarimetric SAR,,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,4,,1922-1924 vol.4,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.; Rott, H.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara); Rott, H. (University of California, Santa Barbara)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1094997792,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
