,"""About the data: Exported on Dec 04, 2019. Criteria: Researcher is Jacob N Israelachvili. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,400,pub.1021370997,10.1073/pnas.0812064106,19124767,PMC2626722,Force amplification response of actin filaments under confined compression,Proceedings of the National Academy of Sciences,,Actin Cytoskeleton; Adsorption; Aluminum Silicates; Biomechanical Phenomena; Compressive Strength; Elasticity,1/13/09,2009,106,2,445-449,All OA; Gold,Article,"Greene, George W.; Anderson, Travers H.; Zeng, Hongbo; Zappone, Bruno; Israelachvili, Jacob N.",,"Greene, George W. (); Anderson, Travers H. (University of California, Santa Barbara); Zeng, Hongbo (University of California, Santa Barbara); Zappone, Bruno (University of Calabria); Israelachvili, Jacob N. (University of California, Santa Barbara)",20,1,0.38,2.68,http://www.pnas.org/content/106/2/445.full.pdf,https://app.dimensions.ai/details/publication/pub.1021370997,0306 Physical Chemistry (incl. Structural); 0299 Other Physical Sciences; 0601 Biochemistry and Cell Biology; 02 Physical Sciences; 03 Chemical Sciences; 06 Biological Sciences,0306 Physical Chemistry (incl. Structural),0299 Other Physical Sciences,0601 Biochemistry and Cell Biology,02 Physical Sciences,03 Chemical Sciences
222,400,pub.1056107955,10.1021/jp802535j,18707078,,Frictional properties of surfactant-coated rod-shaped nanoparticles in dry and humid dodecane.,The Journal of Physical Chemistry B,,,11/20/08,2008,112,46,14395-401,Closed,Article,"Min, Younjin; Akbulut, Mustafa; Prud'homme, Robert K; Golan, Yuval; Israelachvili, Jacob",,"Min, Younjin (University of California, Santa Barbara); Akbulut, Mustafa (); Prud'homme, Robert K (); Golan, Yuval (); Israelachvili, Jacob ()",17,4,0.23,1.9,,https://app.dimensions.ai/details/publication/pub.1056107955,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
223,400,pub.1056221503,10.1021/nl802287h,18823147,,Hierarchical assembly of ultranarrow alkylamine-coated ZnS nanorods: a synchrotron surface X-ray diffraction study.,Nano Letters,,,11/12/08,2008,8,11,3858-64,Closed,Article,"Belman, Nataly; Acharya, Somobrata; Konovalov, Oleg; Vorobiev, Alexei; Israelachvili, Jacob; Efrima, Shlomo; Golan, Yuval",,"Belman, Nataly (Ben-Gurion University of the Negev); Acharya, Somobrata (); Konovalov, Oleg (); Vorobiev, Alexei (); Israelachvili, Jacob (); Efrima, Shlomo (); Golan, Yuval ()",24,2,0.52,3.61,,https://app.dimensions.ai/details/publication/pub.1056221503,09 Engineering; 10 Technology; 0306 Physical Chemistry (incl. Structural); 0912 Materials Engineering; 1007 Nanotechnology; 03 Chemical Sciences,09 Engineering,10 Technology,0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,1007 Nanotechnology
224,400,pub.1010958919,10.1016/j.biomaterials.2008.07.046,18755507,,Changes in pore morphology and fluid transport in compressed articular cartilage and the implications for joint lubrication,Biomaterials,,"Animals; Biological Transport; Cartilage, Articular; Compressive Strength; Dextrans; Diffusion; Fluorescence Recovery After Photobleaching; Joints; Knee Joint; Molecular Weight; Nuclear Magnetic Resonance, Biomolecular; Porosity; Stress, Mechanical; Substrate Specificity; Swine; Synovial Fluid; Time Factors",2008-11,2008,29,33,4455-4462,Closed,Article,"Greene, George W.; Zappone, Bruno; Zhao, Boxin; Söderman, Olle; Topgaard, Daniel; Rata, Gabriel; Israelachvili, Jacob N.","Israelachvili, Jacob N.","Greene, George W. (University of California, Santa Barbara); Zappone, Bruno (University of Calabria; University of California, Santa Barbara); Zhao, Boxin (University of California, Santa Barbara); Söderman, Olle (Lund University); Topgaard, Daniel (Lund University); Rata, Gabriel (Lund University); Israelachvili, Jacob N. (University of California, Santa Barbara)",30,3,0.88,3.35,,https://app.dimensions.ai/details/publication/pub.1010958919,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
225,100,pub.1034962810,10.1209/0295-5075/84/46004,,,Contact mechanics with adhesion: Interfacial separation and contact area,EPL (Europhysics Letters),,,2008-11,2008,84,4,46004,"All OA; Green, Accepted & Submitted",Article,"Yang, C.; Persson, B. N. J.; Israelachvili, J.; Rosenberg, K.",,"Yang, C. (Jülich Research Centre); Persson, B. N. J. (Jülich Research Centre); Israelachvili, J. (University of California, Santa Barbara); Rosenberg, K. (University of California, Santa Barbara)",23,5,,,http://arxiv.org/pdf/0808.3463,https://app.dimensions.ai/details/publication/pub.1034962810,01 Mathematical Sciences; 02 Physical Sciences,01 Mathematical Sciences,02 Physical Sciences,,,
226,400,pub.1039539772,10.1038/nmat2206,18574482,,The role of interparticle and external forces in nanoparticle assembly,Nature Materials,,,2008-07,2008,7,7,527-538,Closed,Article,"Min, Younjin; Akbulut, Mustafa; Kristiansen, Kai; Golan, Yuval; Israelachvili, Jacob","Israelachvili, Jacob","Min, Younjin (University of California, Santa Barbara); Akbulut, Mustafa (Princeton University); Kristiansen, Kai (University of California, Santa Barbara); Golan, Yuval (Ben-Gurion University of the Negev); Israelachvili, Jacob (University of California, Santa Barbara)",666,119,13.78,81.89,,https://app.dimensions.ai/details/publication/pub.1039539772,09 Engineering; 0306 Physical Chemistry (incl. Structural); 0912 Materials Engineering; 0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences,09 Engineering,0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,0303 Macromolecular and Materials Chemistry,03 Chemical Sciences
227,400,pub.1038403497,10.1073/pnas.0802036105,18495933,PMC2396711,Complementary dimerization of microtubule-associated tau protein: Implications for microtubule bundling and tau-mediated pathogenesis,Proceedings of the National Academy of Sciences,,Alternative Splicing; Aluminum Silicates; Amino Acid Sequence; Dimerization; Humans; Microtubules; Molecular Sequence Data; Protein Conformation; Protein Isoforms; Surface Tension; tau Proteins,5/27/08,2008,105,21,7445-7450,All OA; Gold,Article,"Rosenberg, Kenneth J.; Ross, Jennifer L.; Feinstein, H. Eric; Feinstein, Stuart C.; Israelachvili, Jacob",,"Rosenberg, Kenneth J. (University of California, Santa Barbara); Ross, Jennifer L. (University of Massachusetts Amherst); Feinstein, H. Eric (); Feinstein, Stuart C. (); Israelachvili, Jacob (University of California, Santa Barbara)",98,19,2.24,7.62,http://www.pnas.org/content/105/21/7445.full.pdf,https://app.dimensions.ai/details/publication/pub.1038403497,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
228,400,pub.1010146221,10.1016/j.colsurfb.2007.09.028,17997288,,Lateral reorganization of myelin lipid domains by myelin basic protein studied at the air–water interface,Colloids and Surfaces B Biointerfaces,,"Air; Humans; Lipids; Membranes, Artificial; Myelin Basic Protein; Surface Properties; Unilamellar Liposomes; Water",2008-03,2008,62,1,22-30,Closed,Article,"Hu, Yufang; Israelachvili, Jacob","Hu, Yufang","Hu, Yufang (University of California Los Angeles); Israelachvili, Jacob (University of California, Santa Barbara)",12,1,0.27,1.65,,https://app.dimensions.ai/details/publication/pub.1010146221,09 Engineering; 0306 Physical Chemistry (incl. Structural); 0903 Biomedical Engineering; 03 Chemical Sciences; 0904 Chemical Engineering,09 Engineering,0306 Physical Chemistry (incl. Structural),0903 Biomedical Engineering,03 Chemical Sciences,0904 Chemical Engineering
229,400,pub.1056161679,10.1021/la702383n,18067335,,Molecular aspects of boundary lubrication by human lubricin: effect of disulfide bonds and enzymatic digestion.,Langmuir,,"Adsorption; Aluminum Silicates; Chymotrypsin; Disulfides; Friction; Glycoproteins; Humans; Light; Microscopy, Atomic Force; Particle Size; Scattering, Radiation; Surface Properties",2008-02,2008,24,4,1495-508,Closed,Article,"Zappone, Bruno; Greene, George W; Oroudjev, Emin; Jay, Gregory D; Israelachvili, Jacob N",,"Zappone, Bruno (University of Calabria); Greene, George W (); Oroudjev, Emin (); Jay, Gregory D (); Israelachvili, Jacob N ()",65,17,2.34,7.27,,https://app.dimensions.ai/details/publication/pub.1056161679,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
230,400,pub.1056161676,10.1021/la702380h,18067334,,3D force and displacement sensor for SFA and AFM measurements.,Langmuir,,,2008-02,2008,24,4,1541-9,Closed,Article,"Kristiansen, Kai; McGuiggan, Patricia; Carver, Greg; Meinhart, Carl; Israelachvili, Jacob",,"Kristiansen, Kai (University of California, Santa Barbara); McGuiggan, Patricia (); Carver, Greg (); Meinhart, Carl (); Israelachvili, Jacob ()",21,2,0.17,3.59,,https://app.dimensions.ai/details/publication/pub.1056161676,02 Physical Sciences; 03 Chemical Sciences; 0299 Other Physical Sciences; 0306 Physical Chemistry (incl. Structural),02 Physical Sciences,03 Chemical Sciences,0299 Other Physical Sciences,0306 Physical Chemistry (incl. Structural),
231,400,pub.1056161615,10.1021/la702259c,18044936,,Adhesion and stable low friction provided by a subnanometer-thick monolayer of a natural polysaccharide.,Langmuir,,"Adhesiveness; Friction; Microscopy, Electron, Scanning; Particle Size; Polysaccharides; Silicon; Surface Properties; Water",2008-02,2008,24,4,1534-40,Closed,Article,"Gourdon, Delphine; Lin, Qi; Oroudjev, Emin; Hansma, Helen; Golan, Yuval; Arad, Shoshana; Israelachvili, Jacob",,"Gourdon, Delphine (University of California, Santa Barbara); Lin, Qi (); Oroudjev, Emin (); Hansma, Helen (); Golan, Yuval (); Arad, Shoshana (); Israelachvili, Jacob ()",41,3,0.87,4.58,,https://app.dimensions.ai/details/publication/pub.1056161615,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
232,400,pub.1056161560,10.1021/la702126k,18067332,,Adhesion and friction force coupling of gecko setal arrays: implications for structured adhesive surfaces.,Langmuir,,"Adhesiveness; Animals; Friction; Lizards; Microscopy, Electron, Scanning; Silicon Dioxide; Stress, Mechanical; Surface Properties; Toes",2008-02,2008,24,4,1517-24,Closed,Article,"Zhao, Boxin; Pesika, Noshir; Rosenberg, Kenny; Tian, Yu; Zeng, Hongbo; McGuiggan, Patricia; Autumn, Kellar; Israelachvili, Jacob",,"Zhao, Boxin (University of California, Santa Barbara); Pesika, Noshir (); Rosenberg, Kenny (); Tian, Yu (); Zeng, Hongbo (); McGuiggan, Patricia (); Autumn, Kellar (); Israelachvili, Jacob ()",80,5,1.58,8.94,,https://app.dimensions.ai/details/publication/pub.1056161560,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
233,400,pub.1056161382,10.1021/la7017242,17939692,,New SFA techniques for studying surface forces and thin film patterns induced by electric fields.,Langmuir,,,2008-02,2008,24,4,1173-82,Closed,Article,"Zeng, Hongbo; Tian, Yu; Anderson, Travers H; Tirrell, Matthew; Israelachvili, Jacob N",,"Zeng, Hongbo (University of California, Santa Barbara); Tian, Yu (); Anderson, Travers H (); Tirrell, Matthew (); Israelachvili, Jacob N ()",28,5,0.81,3.86,,https://app.dimensions.ai/details/publication/pub.1056161382,0912 Materials Engineering; 09 Engineering; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),
234,400,pub.1056217532,10.1021/nl072553e,18069875,,Normal and shear forces generated during the ordering (directed assembly) of confined straight and curved nanowires.,Nano Letters,,,2008-01,2008,8,1,246-52,Closed,Article,"Min, Younjin; Akbulut, Mustafa; Belman, Nataly; Golan, Yuval; Zasadzinski, Joe; Israelachvili, Jacob",,"Min, Younjin (University of California, Santa Barbara); Akbulut, Mustafa (); Belman, Nataly (); Golan, Yuval (); Zasadzinski, Joe (); Israelachvili, Jacob ()",15,1,0.16,2.56,,https://app.dimensions.ai/details/publication/pub.1056217532,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
235,100,pub.1005941756,10.1007/978-3-540-77608-6_9,,,Surface Forces and Nanorheology of Molecularly Thin Films,,Nanotribology and Nanomechanics,,2008,2008,,,417-515,Closed,Chapter,"Ruths, Marina; Israelachvili, Jacob N.",,"Ruths, Marina (University of Massachusetts Lowell); Israelachvili, Jacob N. (University of California, Santa Barbara)",7,1,,0.78,,https://app.dimensions.ai/details/publication/pub.1005941756,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
236,200,pub.1056193558,10.1021/ma0712807,,,Transient Surface Patterns and Instabilities at Adhesive Junctions of Viscoelastic Films,Macromolecules,,,2007-11,2007,40,23,8409-8422,Closed,Article,"Zeng, Hongbo; Tian, Yu; Zhao, Boxin; Tirrell, Matthew; Israelachvili, Jacob",,"Zeng, Hongbo (); Tian, Yu (); Zhao, Boxin (); Tirrell, Matthew (); Israelachvili, Jacob ()",22,5,,,,https://app.dimensions.ai/details/publication/pub.1056193558,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
237,400,pub.1056217080,10.1021/nl070001q,17488046,,"Synthesis, two-dimensional assembly, and surface pressure-induced coalescence of ultranarrow PbS nanowires.",Nano Letters,,Crystallization; Electric Wiring; Lead; Macromolecular Substances; Materials Testing; Molecular Conformation; Nanotechnology; Nanotubes; Particle Size; Pressure; Semiconductors; Sulfides; Surface Properties,2007-06,2007,7,6,1459-62,Closed,Article,"Patla, Israel; Acharya, Somobrata; Zeiri, Leila; Israelachvili, Jacob; Efrima, Shlomo; Golan, Yuval",,"Patla, Israel (Ben-Gurion University of the Negev); Acharya, Somobrata (); Zeiri, Leila (); Israelachvili, Jacob (); Efrima, Shlomo (); Golan, Yuval ()",73,7,0.86,13.23,,https://app.dimensions.ai/details/publication/pub.1056217080,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
238,100,pub.1042603652,10.1007/s11249-006-9172-y,,,Role of nanometer roughness on the adhesion and friction of a rough polymer surface and a molecularly smooth mica surface,Tribology Letters,,,2007-06,2007,26,3,191,Closed,Article,"Zappone, Bruno; Rosenberg, Kenneth J.; Israelachvili, Jacob","Israelachvili, Jacob","Zappone, Bruno (University of California, Santa Barbara; University of Calabria); Rosenberg, Kenneth J. (University of California, Santa Barbara); Israelachvili, Jacob (University of California, Santa Barbara)",56,7,,10.91,,https://app.dimensions.ai/details/publication/pub.1042603652,0912 Materials Engineering; 09 Engineering; 0913 Mechanical Engineering,0912 Materials Engineering,09 Engineering,0913 Mechanical Engineering,,
239,400,pub.1056151553,10.1021/la0632979,17455961,,Transient interfacial patterns and instabilities associated with liquid film adhesion and spreading.,Langmuir,,,2007-05,2007,23,11,6126-35,Closed,Article,"Zeng, Hongbo; Tian, Yu; Zhao, Boxin; Tirrell, Matthew; Israelachvili, Jacob",,"Zeng, Hongbo (University of California, Santa Barbara); Tian, Yu (); Zhao, Boxin (); Tirrell, Matthew (); Israelachvili, Jacob ()",7,0,0.1,1.27,,https://app.dimensions.ai/details/publication/pub.1056151553,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
240,100,pub.1035334132,10.1080/00218460701282539,,,Peel-Zone Model of Tape Peeling Based on the Gecko Adhesive System,The Journal of Adhesion,,,4/5/07,2007,83,4,383-401,"All OA; Green, Accepted & Submitted",Article,"Pesika, Noshir S.; Tian, Yu; Zhao, Boxin; Rosenberg, Kenny; Zeng, Hongbo; McGuiggan, Patricia; Autumn, Kellar; Israelachvili, Jacob N.",,"Pesika, Noshir S. (); Tian, Yu (); Zhao, Boxin (); Rosenberg, Kenny (); Zeng, Hongbo (); McGuiggan, Patricia (); Autumn, Kellar (); Israelachvili, Jacob N. ()",111,23,,20.11,http://www.dtic.mil/dtic/tr/fulltext/u2/a481235.pdf,https://app.dimensions.ai/details/publication/pub.1035334132,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
241,400,pub.1046519604,10.1073/pnas.0607852104,17360430,PMC1820661,Adhesion mechanisms of the mussel foot proteins mfp-1 and mfp-3,Proceedings of the National Academy of Sciences,,"Adhesiveness; Aluminum Silicates; Animals; Dihydroxyphenylalanine; Hydrogen-Ion Concentration; Microscopy, Atomic Force; Mytilus edulis; Nanotechnology; Oxygen; Protein Binding; Proteins; Surface Properties",3/6/07,2007,104,10,3782-3786,All OA; Gold,Article,"Lin, Qi; Gourdon, Delphine; Sun, Chengjun; Holten-Andersen, Niels; Anderson, Travers H.; Waite, J. Herbert; Israelachvili, Jacob N.",,"Lin, Qi (University of California, Santa Barbara); Gourdon, Delphine (University of California, Santa Barbara); Sun, Chengjun (); Holten-Andersen, Niels (University of California, Santa Barbara); Anderson, Travers H. (University of California, Santa Barbara); Waite, J. Herbert (); Israelachvili, Jacob N. (University of California, Santa Barbara)",283,55,6.08,30.21,http://www.pnas.org/content/104/10/3782.full.pdf,https://app.dimensions.ai/details/publication/pub.1046519604,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
